I,gq,groups,score
0.30101010101,0.811818181818,485,-1541.92
0.30101010101,0.821717171717,510,-1644.6
0.30101010101,0.831616161616,541,-1773.33
0.30101010101,0.841515151515,573,-1907.83
0.30101010101,0.851414141414,587,-1967.16
0.30101010101,0.861313131313,615,-2086.76
0.30101010101,0.871212121212,642,-2203.13
0.30101010101,0.881111111111,671,-2329.26
0.30101010101,0.900909090909,722,-2553.87
0.30101010101,0.89101010101,697,-2443.35
0.30101010101,0.910808080808,744,-2651.8
0.30101010101,0.920707070707,764,-2741.37
0.30101010101,0.930606060606,791,-2863.06
0.30101010101,0.940505050505,822,-3003.81
0.30101010101,0.950404040404,850,-3131.89
0.30101010101,0.960303030303,892,-3325.65
0.30101010101,0.970202020202,925,-3479.23
0.30101010101,0.980101010101,948,-3586.94
0.30101010101,0.99,969,-3685.76
0.50202020202,0.01,1,-571.73
0.50202020202,0.019898989899,1,-571.73
0.50202020202,0.029797979798,1,-571.73
0.50202020202,0.039696969697,1,-571.73
0.50202020202,0.049595959596,1,-571.73
0.50202020202,0.0594949494949,1,-571.73
0.50202020202,0.0693939393939,1,-571.73
0.50202020202,0.0792929292929,1,-571.73
0.50202020202,0.0891919191919,1,-571.73
0.50202020202,0.0990909090909,1,-571.73
0.50202020202,0.10898989899,1,-571.73
0.50202020202,0.118888888889,1,-571.73
0.50202020202,0.128787878788,1,-571.73
0.50202020202,0.148585858586,1,-571.73
0.50202020202,0.138686868687,1,-571.73
0.50202020202,0.158484848485,1,-571.73
0.50202020202,0.168383838384,1,-571.73
0.50202020202,0.178282828283,1,-571.73
0.50202020202,0.188181818182,1,-571.73
0.50202020202,0.198080808081,1,-571.73
0.50202020202,0.20797979798,1,-571.73
0.50202020202,0.217878787879,1,-571.73
0.50202020202,0.227777777778,1,-571.73
0.50202020202,0.237676767677,1,-571.73
0.50202020202,0.247575757576,1,-571.73
0.50202020202,0.257474747475,1,-571.73
0.50202020202,0.267373737374,1,-571.73
0.50202020202,0.277272727273,1,-571.73
0.50202020202,0.287171717172,1,-571.73
0.50202020202,0.297070707071,1,-571.73
0.50202020202,0.30696969697,1,-571.73
0.50202020202,0.316868686869,1,-571.73
0.50202020202,0.326767676768,1,-571.73
0.50202020202,0.336666666667,1,-571.73
0.50202020202,0.346565656566,1,-571.73
0.50202020202,0.356464646465,1,-571.73
0.50202020202,0.366363636364,1,-571.73
0.50202020202,0.376262626263,1,-571.73
0.50202020202,0.386161616162,1,-571.73
0.50202020202,0.40595959596,1,-571.73
0.50202020202,0.396060606061,1,-571.73
0.50202020202,0.425757575758,2,-311.84
0.50202020202,0.435656565657,3,-238.12
0.50202020202,0.445555555556,3,-238.12
0.50202020202,0.415858585859,1,-571.73
0.50202020202,0.465353535354,3,-238.12
0.50202020202,0.455454545455,3,-238.12
0.50202020202,0.475252525253,5,-159.2
0.50202020202,0.584141414141,32,-9.47
0.50202020202,0.59404040404,40,-17.85
0.30101010101,0.732626262626,271,-717.46
0.50202020202,0.603939393939,48,-32.99
0.50202020202,0.564343434343,20,-39.47
0.50202020202,0.613838383838,55,-47.89
0.50202020202,0.623737373737,66,-73.11
0.50202020202,0.633636363636,75,-94.92
0.50202020202,0.643535353535,89,-131.31
0.50202020202,0.653434343434,98,-155.81
0.50202020202,0.544545454545,15,-66.14
0.50202020202,0.663333333333,115,-203.67
0.50202020202,0.504949494949,7,-123.21
0.50202020202,0.673232323232,135,-262.95
0.50202020202,0.683131313131,149,-306.0
0.50202020202,0.485151515152,5,-159.2
0.50202020202,0.524747474747,8,-111.08
0.50202020202,0.69303030303,171,-375.37
0.50202020202,0.514848484848,7,-123.21
0.50202020202,0.495050505051,6,-138.5
0.50202020202,0.702929292929,196,-457.44
0.50202020202,0.534646464646,13,-76.44
0.50202020202,0.712828282828,222,-545.33
0.50202020202,0.722727272727,238,-600.71
0.50202020202,0.732626262626,271,-717.46
0.50202020202,0.742525252525,306,-844.68
0.50202020202,0.752424242424,331,-937.74
0.50202020202,0.762323232323,358,-1040.05
0.50202020202,0.772222222222,386,-1147.88
0.50202020202,0.782121212121,413,-1253.17
0.50202020202,0.79202020202,435,-1340.23
0.50202020202,0.801919191919,458,-1432.42
0.50202020202,0.811818181818,485,-1541.92
0.50202020202,0.821717171717,510,-1644.6
0.50202020202,0.831616161616,541,-1773.33
0.50202020202,0.841515151515,573,-1907.83
0.50202020202,0.851414141414,587,-1967.16
0.50202020202,0.861313131313,615,-2086.76
0.50202020202,0.871212121212,642,-2203.13
0.50202020202,0.881111111111,671,-2329.26
0.50202020202,0.89101010101,697,-2443.35
0.50202020202,0.900909090909,722,-2553.87
0.50202020202,0.910808080808,744,-2651.8
0.50202020202,0.920707070707,764,-2741.37
0.50202020202,0.930606060606,791,-2863.06
0.50202020202,0.940505050505,822,-3003.81
0.50202020202,0.950404040404,850,-3131.89
0.50202020202,0.960303030303,892,-3325.65
0.50202020202,0.970202020202,925,-3479.23
0.50202020202,0.980101010101,948,-3586.94
0.50202020202,0.99,969,-3685.76
0.70303030303,0.01,1,-571.73
0.70303030303,0.019898989899,1,-571.73
0.70303030303,0.029797979798,1,-571.73
0.70303030303,0.039696969697,1,-571.73
0.70303030303,0.049595959596,1,-571.73
0.70303030303,0.0594949494949,1,-571.73
0.70303030303,0.0693939393939,1,-571.73
0.70303030303,0.0792929292929,1,-571.73
0.70303030303,0.0891919191919,1,-571.73
0.70303030303,0.0990909090909,1,-571.73
0.70303030303,0.10898989899,1,-571.73
0.70303030303,0.118888888889,1,-571.73
0.70303030303,0.128787878788,1,-571.73
0.70303030303,0.138686868687,1,-571.73
0.70303030303,0.148585858586,1,-571.73
0.70303030303,0.158484848485,1,-571.73
0.70303030303,0.168383838384,1,-571.73
0.70303030303,0.178282828283,1,-571.73
0.70303030303,0.188181818182,1,-571.73
0.70303030303,0.198080808081,1,-571.73
0.70303030303,0.20797979798,1,-571.73
0.70303030303,0.217878787879,1,-571.73
0.70303030303,0.227777777778,1,-571.73
0.70303030303,0.237676767677,1,-571.73
0.70303030303,0.247575757576,1,-571.73
0.70303030303,0.257474747475,1,-571.73
0.70303030303,0.267373737374,1,-571.73
0.70303030303,0.277272727273,1,-571.73
0.70303030303,0.287171717172,1,-571.73
0.70303030303,0.297070707071,1,-571.73
0.70303030303,0.30696969697,1,-571.73
0.70303030303,0.316868686869,1,-571.73
0.70303030303,0.326767676768,1,-571.73
0.70303030303,0.336666666667,1,-571.73
0.70303030303,0.356464646465,1,-571.73
0.70303030303,0.366363636364,1,-571.73
0.70303030303,0.376262626263,1,-571.73
0.70303030303,0.346565656566,1,-571.73
0.70303030303,0.386161616162,1,-571.73
0.70303030303,0.396060606061,1,-571.73
0.70303030303,0.40595959596,1,-571.73
0.70303030303,0.435656565657,3,-238.12
0.70303030303,0.425757575758,2,-311.84
0.70303030303,0.415858585859,1,-571.73
0.70303030303,0.445555555556,3,-238.12
0.70303030303,0.455454545455,3,-238.12
0.70303030303,0.544545454545,15,-66.14
0.70303030303,0.465353535354,3,-238.12
0.70303030303,0.475252525253,5,-159.2
0.70303030303,0.534646464646,13,-76.44
0.70303030303,0.485151515152,5,-159.2
0.70303030303,0.504949494949,7,-123.21
0.70303030303,0.495050505051,6,-138.5
0.70303030303,0.524747474747,8,-111.08
0.70303030303,0.514848484848,7,-123.21
0.70303030303,0.59404040404,40,-17.85
0.70303030303,0.603939393939,48,-32.99
0.70303030303,0.613838383838,55,-47.89
0.70303030303,0.623737373737,66,-73.11
0.70303030303,0.633636363636,75,-94.92
0.70303030303,0.653434343434,98,-155.81
0.70303030303,0.643535353535,89,-131.31
0.70303030303,0.663333333333,115,-203.67
0.70303030303,0.673232323232,135,-262.95
0.70303030303,0.683131313131,149,-306.0
0.70303030303,0.69303030303,171,-375.37
0.70303030303,0.702929292929,196,-457.44
0.70303030303,0.712828282828,222,-545.33
0.70303030303,0.722727272727,238,-600.71
0.70303030303,0.732626262626,271,-717.46
0.70303030303,0.742525252525,306,-844.68
0.70303030303,0.752424242424,331,-937.74
0.70303030303,0.564343434343,20,-39.47
0.70303030303,0.762323232323,358,-1040.05
0.70303030303,0.772222222222,386,-1147.88
0.70303030303,0.782121212121,413,-1253.17
0.70303030303,0.79202020202,435,-1340.23
0.70303030303,0.801919191919,458,-1432.42
0.70303030303,0.811818181818,485,-1541.92
0.70303030303,0.821717171717,510,-1644.6
0.70303030303,0.831616161616,541,-1773.33
0.70303030303,0.841515151515,573,-1907.83
0.70303030303,0.851414141414,587,-1967.16
0.70303030303,0.861313131313,615,-2086.76
0.70303030303,0.871212121212,642,-2203.13
0.70303030303,0.881111111111,671,-2329.26
0.70303030303,0.89101010101,697,-2443.35
0.70303030303,0.900909090909,722,-2553.87
0.70303030303,0.910808080808,744,-2651.8
0.70303030303,0.920707070707,764,-2741.37
0.70303030303,0.930606060606,791,-2863.06
0.70303030303,0.940505050505,822,-3003.81
0.70303030303,0.950404040404,850,-3131.89
0.70303030303,0.960303030303,892,-3325.65
0.70303030303,0.970202020202,925,-3479.23
0.70303030303,0.980101010101,948,-3586.94
0.70303030303,0.99,969,-3685.76
0.90404040404,0.01,1,-571.73
0.90404040404,0.019898989899,1,-571.73
0.90404040404,0.029797979798,1,-571.73
0.90404040404,0.039696969697,1,-571.73
0.90404040404,0.049595959596,1,-571.73
0.90404040404,0.0594949494949,1,-571.73
0.90404040404,0.0693939393939,1,-571.73
0.90404040404,0.0792929292929,1,-571.73
0.90404040404,0.0891919191919,1,-571.73
0.90404040404,0.0990909090909,1,-571.73
0.90404040404,0.118888888889,1,-571.73
0.90404040404,0.10898989899,1,-571.73
0.90404040404,0.128787878788,1,-571.73
0.90404040404,0.138686868687,1,-571.73
0.90404040404,0.148585858586,1,-571.73
0.90404040404,0.158484848485,1,-571.73
0.90404040404,0.168383838384,1,-571.73
0.90404040404,0.178282828283,1,-571.73
0.90404040404,0.188181818182,1,-571.73
0.90404040404,0.198080808081,1,-571.73
0.90404040404,0.20797979798,1,-571.73
0.90404040404,0.217878787879,1,-571.73
0.90404040404,0.227777777778,1,-571.73
0.90404040404,0.237676767677,1,-571.73
0.90404040404,0.247575757576,1,-571.73
0.90404040404,0.257474747475,1,-571.73
0.90404040404,0.267373737374,1,-571.73
0.90404040404,0.277272727273,1,-571.73
0.90404040404,0.297070707071,1,-571.73
0.90404040404,0.287171717172,1,-571.73
0.90404040404,0.30696969697,1,-571.73
0.90404040404,0.316868686869,1,-571.73
0.90404040404,0.326767676768,1,-571.73
0.90404040404,0.356464646465,1,-571.73
0.90404040404,0.336666666667,1,-571.73
0.90404040404,0.376262626263,1,-571.73
0.90404040404,0.386161616162,1,-571.73
0.90404040404,0.366363636364,1,-571.73
0.90404040404,0.396060606061,1,-571.73
0.90404040404,0.346565656566,1,-571.73
0.90404040404,0.425757575758,2,-311.84
0.90404040404,0.415858585859,1,-571.73
0.90404040404,0.445555555556,3,-238.12
0.90404040404,0.40595959596,1,-571.73
0.90404040404,0.435656565657,3,-238.12
0.90404040404,0.455454545455,3,-238.12
0.90404040404,0.465353535354,3,-238.12
0.90404040404,0.475252525253,5,-159.2
0.90404040404,0.534646464646,13,-76.44
0.90404040404,0.544545454545,15,-66.14
0.90404040404,0.485151515152,5,-159.2
0.90404040404,0.495050505051,6,-138.5
0.90404040404,0.504949494949,7,-123.21
0.90404040404,0.514848484848,7,-123.21
0.90404040404,0.524747474747,8,-111.08
0.90404040404,0.59404040404,40,-17.85
0.90404040404,0.603939393939,48,-32.99
0.90404040404,0.613838383838,55,-47.89
0.90404040404,0.623737373737,66,-73.11
0.90404040404,0.653434343434,98,-155.81
0.90404040404,0.633636363636,75,-94.92
0.90404040404,0.663333333333,115,-203.67
0.90404040404,0.643535353535,89,-131.31
0.90404040404,0.702929292929,196,-457.44
0.90404040404,0.69303030303,171,-375.37
0.90404040404,0.683131313131,149,-306.0
0.90404040404,0.673232323232,135,-262.95
0.90404040404,0.564343434343,20,-39.47
0.90404040404,0.722727272727,238,-600.71
0.90404040404,0.712828282828,222,-545.33
0.90404040404,0.732626262626,271,-717.46
0.90404040404,0.742525252525,306,-844.68
0.90404040404,0.752424242424,331,-937.74
0.90404040404,0.762323232323,358,-1040.05
0.90404040404,0.772222222222,386,-1147.88
0.90404040404,0.782121212121,413,-1253.17
0.90404040404,0.79202020202,435,-1340.23
0.90404040404,0.801919191919,458,-1432.42
0.90404040404,0.811818181818,485,-1541.92
0.90404040404,0.821717171717,510,-1644.6
0.90404040404,0.831616161616,541,-1773.33
0.90404040404,0.841515151515,573,-1907.83
0.90404040404,0.851414141414,587,-1967.16
0.90404040404,0.861313131313,615,-2086.76
0.90404040404,0.871212121212,642,-2203.13
0.90404040404,0.881111111111,671,-2329.26
0.90404040404,0.89101010101,697,-2443.35
0.90404040404,0.900909090909,722,-2553.87
0.90404040404,0.910808080808,744,-2651.8
0.90404040404,0.920707070707,764,-2741.37
0.90404040404,0.930606060606,791,-2863.06
0.90404040404,0.940505050505,822,-3003.81
0.90404040404,0.950404040404,850,-3131.89
0.90404040404,0.960303030303,892,-3325.65
0.90404040404,0.970202020202,925,-3479.23
0.90404040404,0.980101010101,948,-3586.94
0.90404040404,0.99,969,-3685.76
1.10505050505,0.01,1,-571.73
1.10505050505,0.019898989899,1,-571.73
1.10505050505,0.029797979798,1,-571.73
1.10505050505,0.039696969697,1,-571.73
1.10505050505,0.049595959596,1,-571.73
1.10505050505,0.0594949494949,1,-571.73
1.10505050505,0.0693939393939,1,-571.73
1.10505050505,0.0792929292929,1,-571.73
1.10505050505,0.0891919191919,1,-571.73
1.10505050505,0.0990909090909,1,-571.73
1.10505050505,0.10898989899,1,-571.73
1.10505050505,0.118888888889,1,-571.73
1.10505050505,0.128787878788,1,-571.73
1.10505050505,0.138686868687,1,-571.73
1.10505050505,0.148585858586,1,-571.73
1.10505050505,0.158484848485,1,-571.73
1.10505050505,0.168383838384,1,-571.73
1.10505050505,0.178282828283,1,-571.73
1.10505050505,0.198080808081,1,-571.73
1.10505050505,0.188181818182,1,-571.73
1.10505050505,0.20797979798,1,-571.73
1.10505050505,0.217878787879,1,-571.73
1.10505050505,0.227777777778,1,-571.73
1.10505050505,0.247575757576,1,-571.73
1.10505050505,0.237676767677,1,-571.73
0.30101010101,0.59404040404,39,-18.68
1.10505050505,0.257474747475,1,-571.73
1.10505050505,0.277272727273,1,-571.73
1.10505050505,0.267373737374,1,-571.73
1.10505050505,0.287171717172,1,-571.73
1.10505050505,0.297070707071,1,-571.73
1.10505050505,0.30696969697,1,-571.73
1.10505050505,0.316868686869,1,-571.73
1.10505050505,0.326767676768,1,-571.73
1.10505050505,0.346565656566,1,-571.73
1.10505050505,0.336666666667,1,-571.73
1.10505050505,0.356464646465,1,-571.73
1.10505050505,0.366363636364,1,-571.73
1.10505050505,0.415858585859,1,-571.73
1.10505050505,0.40595959596,1,-571.73
1.10505050505,0.396060606061,1,-571.73
1.10505050505,0.376262626263,1,-571.73
1.10505050505,0.386161616162,1,-571.73
1.10505050505,0.475252525253,5,-159.2
1.10505050505,0.465353535354,4,-190.26
1.10505050505,0.455454545455,3,-238.12
1.10505050505,0.425757575758,2,-311.84
1.10505050505,0.445555555556,3,-238.12
1.10505050505,0.435656565657,3,-238.12
1.10505050505,0.534646464646,13,-76.44
1.10505050505,0.524747474747,8,-111.08
1.10505050505,0.514848484848,7,-123.21
1.10505050505,0.485151515152,5,-159.2
1.10505050505,0.495050505051,6,-138.5
1.10505050505,0.504949494949,7,-123.21
1.10505050505,0.584141414141,33,-7.35
1.10505050505,0.59404040404,40,-17.85
1.10505050505,0.574242424242,25,-16.28
1.10505050505,0.603939393939,48,-32.99
1.10505050505,0.613838383838,55,-47.89
1.10505050505,0.623737373737,66,-73.11
1.10505050505,0.564343434343,21,-30.2
1.10505050505,0.554444444444,19,-42.62
1.10505050505,0.544545454545,16,-53.26
1.10505050505,0.643535353535,89,-131.31
1.10505050505,0.653434343434,99,-158.32
1.10505050505,0.633636363636,75,-94.92
1.10505050505,0.663333333333,115,-203.67
1.10505050505,0.673232323232,135,-262.95
1.10505050505,0.683131313131,149,-306.0
1.10505050505,0.69303030303,172,-378.58
1.10505050505,0.702929292929,196,-457.44
1.10505050505,0.712828282828,222,-545.33
1.10505050505,0.722727272727,238,-600.71
1.10505050505,0.732626262626,272,-720.82
1.10505050505,0.742525252525,306,-844.68
1.10505050505,0.752424242424,331,-937.74
1.10505050505,0.762323232323,359,-1043.45
1.10505050505,0.772222222222,387,-1151.39
1.10505050505,0.782121212121,414,-1256.96
1.10505050505,0.79202020202,435,-1340.23
1.10505050505,0.801919191919,458,-1432.42
1.10505050505,0.811818181818,485,-1541.92
1.10505050505,0.821717171717,510,-1644.6
1.10505050505,0.831616161616,541,-1773.33
1.10505050505,0.841515151515,573,-1907.83
1.10505050505,0.851414141414,587,-1967.16
1.10505050505,0.861313131313,615,-2086.76
1.10505050505,0.871212121212,642,-2203.13
1.10505050505,0.881111111111,671,-2329.26
1.10505050505,0.89101010101,697,-2443.35
1.10505050505,0.900909090909,722,-2553.87
1.10505050505,0.910808080808,744,-2651.8
1.10505050505,0.920707070707,764,-2741.37
1.10505050505,0.930606060606,791,-2863.06
1.10505050505,0.940505050505,822,-3003.81
1.10505050505,0.950404040404,850,-3131.89
1.10505050505,0.960303030303,892,-3325.65
1.10505050505,0.970202020202,925,-3479.23
1.10505050505,0.980101010101,948,-3586.94
1.10505050505,0.99,969,-3685.76
1.30606060606,0.01,1,-571.73
1.30606060606,0.019898989899,1,-571.73
1.30606060606,0.029797979798,1,-571.73
1.30606060606,0.039696969697,1,-571.73
1.30606060606,0.049595959596,1,-571.73
1.30606060606,0.0594949494949,1,-571.73
1.30606060606,0.0693939393939,1,-571.73
1.30606060606,0.0792929292929,1,-571.73
1.30606060606,0.0990909090909,1,-571.73
1.30606060606,0.0891919191919,1,-571.73
1.30606060606,0.10898989899,1,-571.73
1.30606060606,0.118888888889,1,-571.73
1.30606060606,0.128787878788,1,-571.73
1.30606060606,0.138686868687,1,-571.73
1.30606060606,0.158484848485,1,-571.73
1.30606060606,0.148585858586,1,-571.73
1.30606060606,0.168383838384,1,-571.73
1.30606060606,0.178282828283,1,-571.73
1.30606060606,0.188181818182,1,-571.73
1.30606060606,0.198080808081,1,-571.73
1.30606060606,0.20797979798,1,-571.73
1.30606060606,0.217878787879,1,-571.73
1.30606060606,0.227777777778,1,-571.73
1.30606060606,0.237676767677,1,-571.73
1.30606060606,0.247575757576,1,-571.73
1.30606060606,0.257474747475,1,-571.73
1.30606060606,0.267373737374,1,-571.73
1.30606060606,0.277272727273,1,-571.73
1.30606060606,0.287171717172,1,-571.73
1.30606060606,0.297070707071,1,-571.73
1.30606060606,0.30696969697,1,-571.73
1.30606060606,0.316868686869,1,-571.73
1.30606060606,0.336666666667,1,-571.73
1.30606060606,0.346565656566,1,-571.73
1.30606060606,0.326767676768,1,-571.73
1.30606060606,0.356464646465,1,-571.73
1.30606060606,0.366363636364,1,-571.73
1.30606060606,0.376262626263,1,-571.73
1.30606060606,0.40595959596,2,-311.84
1.30606060606,0.396060606061,2,-311.84
1.30606060606,0.386161616162,1,-571.73
1.30606060606,0.415858585859,2,-311.84
1.30606060606,0.465353535354,5,-159.2
1.30606060606,0.475252525253,6,-138.65
1.30606060606,0.455454545455,5,-159.2
1.30606060606,0.445555555556,4,-190.26
1.30606060606,0.435656565657,4,-150.49
1.30606060606,0.425757575758,3,-234.31
1.30606060606,0.534646464646,15,-57.05
1.30606060606,0.524747474747,8,-111.08
1.30606060606,0.514848484848,7,-123.21
1.30606060606,0.504949494949,7,-123.21
1.30606060606,0.495050505051,7,-123.21
1.30606060606,0.485151515152,6,-138.65
1.30606060606,0.574242424242,29,-8.69
1.30606060606,0.584141414141,36,-11.25
1.30606060606,0.59404040404,42,-21.32
1.30606060606,0.564343434343,24,-18.19
1.30606060606,0.544545454545,18,-45.79
1.30606060606,0.554444444444,21,-30.15
1.30606060606,0.603939393939,50,-37.22
1.30606060606,0.613838383838,59,-56.67
1.30606060606,0.623737373737,72,-86.84
1.30606060606,0.633636363636,83,-115.04
1.30606060606,0.643535353535,93,-141.69
1.30606060606,0.653434343434,108,-183.45
0.70303030303,0.584141414141,32,-9.47
1.30606060606,0.673232323232,142,-283.99
1.30606060606,0.663333333333,126,-235.86
1.30606060606,0.683131313131,161,-343.35
1.30606060606,0.69303030303,179,-401.25
1.30606060606,0.702929292929,204,-484.17
1.30606060606,0.712828282828,229,-569.43
1.30606060606,0.722727272727,246,-628.41
1.30606060606,0.732626262626,278,-742.43
1.30606060606,0.742525252525,314,-874.25
1.30606060606,0.752424242424,334,-948.77
1.30606060606,0.762323232323,363,-1058.56
1.30606060606,0.772222222222,388,-1155.12
1.30606060606,0.782121212121,416,-1264.82
1.30606060606,0.79202020202,435,-1340.23
1.30606060606,0.801919191919,460,-1440.61
1.30606060606,0.811818181818,487,-1550.23
1.30606060606,0.821717171717,510,-1644.6
1.30606060606,0.831616161616,541,-1773.33
1.30606060606,0.841515151515,573,-1907.83
