0.4355196053572332,0_5
0.3935759781393132,0_5
0.44047944138017,0_5
0.40939431101185175,0_5
0.42631568521180413,0_5
0.4182222717186571,0_5
0.4309053711815927,0_1_3
0.42329740656688497,0_1_3
0.4342802410382896,0_1_3
0.4141206251814109,0_1_3
0.34364092996394296,0_1_3
0.4317639338615326,0_1_3
0.4202384887413875,0_1_3
0.4244709618042696,0_1_3
0.4279253504527439,0_1_3
0.3436814119972152,0_1_3
0.4129079481475377,0_1_3
0.42364867456261535,0_1_3
0.4293008892061497,0_1_3
0.4155588643514588,0_1_3
0.44648959149467615,0_1_4
0.450759346583403,0_1_4
0.344550559985115,0_1_4
0.4575150584891322,0_1_4
0.44656564822330497,0_1_4
0.4543029311816992,0_1_4
0.4446652470895174,0_1_4
0.4474087814185185,0_1_4
0.4399974960106939,0_1_4
0.42775929207841495,0_1_4
0.4591320911263106,0_1_4
0.4373367243521957,0_1_4
0.4541724660932339,0_1_4
0.4560706257036986,0_1_4
0.4208287508269429,0_1_5
0.30031197742335153,0_1_5
0.411121754427716,0_1_5
0.4304787571014693,0_1_5
0.4166390549296065,0_1_5
0.4282900397518065,0_1_5
0.4620160488784429,0_1_1_c1
0.4345410801096966,0_1_1_c1
0.4302799668398196,0_1_1_c1
0.3760497050334763,0_2
0.2400741044391725,0_2
0.3901747614175516,0_2
0.3758385474695595,0_2
0.40745001349009297,0_2
0.4014372095443722,0_2
0.3859017173427391,0_2
0.3970661181792706,0_2
0.3462362226074267,0_2
0.4447656143395432,0_1_1
0.4600541278876114,0_1_1
0.44117028425735205,0_1_1
0.4533050711039169,0_1_1
0.4443926718651322,0_1_1
0.4511025468613306,0_1_1
0.45408731988438794,0_1_1
0.457589035838971,0_1_1
0.4449092856997235,0_1_1
0.4533654041927642,0_1_1
0.4464123630109532,0_1_1
0.4477833879062726,0_1_1
0.4471001205886005,0_1_1
0.4419978325272277,0_1_1
0.4566489902470538,0_1_1
0.4514664907547271,0_1_1
0.4473576874431607,0_1_2
0.4536756667477864,0_1_2
0.44944075279041135,0_1_2
0.4501048277368773,0_1_2
0.4593251347870457,0_1_2
0.4480778435300642,0_1_2
0.4513331635456421,0_1_2
0.4460500274592916,0_1_2
0.44174651091172495,0_1_2
0.4541546055903834,0_1_2
0.4549329213886107,0_1_2
0.4511768051258256,0_1_2
0.4477576217153373,0_1_2
0.4607366075363237,0_1_2
0.4403735102435953,0_1_2
0.456503901266957,0_1_2
0.4424938239227426,0_1_2
0.5460201843008505,0_4
0.5276037194668632,0_4
0.5487983920145059,0_4
0.5384985079398215,0_4
0.5463433866066129,0_4
0.5098127293236987,0_4
0.5632344155956223,0_4
0.3709102175246813,0_7
0.35859622549136216,0_7
0.3250255618285692,0_7
0.18289013841160254,0_7
0.3264021155936108,0_7
0.3985855120865735,0_6
0.41387839643185204,0_6
0.3994022820199856,0_6
0.4044192762565732,0_6
0.3945232373180275,0_6
0.4202765602862213,0_6
0.3920678809290607,0_3
0.408038963342738,0_3
0.3768582060544215,0_3
0.3682357261628568,0_3
0.4048653237911829,0_3
0.3935590679855205,0_3
0.4088647908969105,0_3
0.3967970814515378,0_3
