,I,gq,groups,score
297,0.70303030303,0.0792929292929,1,-571.73
298,0.70303030303,0.08919191919189999,1,-571.73
299,0.70303030303,0.09909090909089999,1,-571.73
300,0.70303030303,0.10898989899,1,-571.73
301,0.70303030303,0.11888888888900001,1,-571.73
302,0.70303030303,0.128787878788,1,-571.73
303,0.70303030303,0.138686868687,1,-571.73
304,0.70303030303,0.14858585858599999,1,-571.73
305,0.70303030303,0.158484848485,1,-571.73
306,0.70303030303,0.16838383838399998,1,-571.73
307,0.70303030303,0.178282828283,1,-571.73
308,0.70303030303,0.188181818182,1,-571.73
309,0.70303030303,0.198080808081,1,-571.73
310,0.70303030303,0.20797979798,1,-571.73
311,0.70303030303,0.217878787879,1,-571.73
312,0.70303030303,0.227777777778,1,-571.73
313,0.70303030303,0.23767676767700002,1,-571.73
314,0.70303030303,0.24757575757599998,1,-571.73
315,0.70303030303,0.257474747475,1,-571.73
316,0.70303030303,0.267373737374,1,-571.73
317,0.70303030303,0.277272727273,1,-571.73
318,0.70303030303,0.287171717172,1,-571.73
319,0.70303030303,0.29707070707100003,1,-571.73
320,0.70303030303,0.30696969697,1,-571.73
321,0.70303030303,0.316868686869,1,-571.73
322,0.70303030303,0.326767676768,1,-571.73
323,0.70303030303,0.33666666666699996,1,-571.73
324,0.70303030303,0.356464646465,1,-571.73
325,0.70303030303,0.366363636364,1,-571.73
326,0.70303030303,0.376262626263,1,-571.73
327,0.70303030303,0.34656565656599997,1,-571.73
328,0.70303030303,0.386161616162,1,-571.73
329,0.70303030303,0.396060606061,1,-571.73
330,0.70303030303,0.40595959596000003,1,-571.73
331,0.70303030303,0.435656565657,3,-238.12
332,0.70303030303,0.425757575758,2,-311.84
333,0.70303030303,0.415858585859,1,-571.73
334,0.70303030303,0.445555555556,3,-238.12
335,0.70303030303,0.455454545455,3,-238.12
336,0.70303030303,0.5445454545449999,15,-66.14
337,0.70303030303,0.46535353535400004,3,-238.12
338,0.70303030303,0.47525252525300005,5,-159.2
339,0.70303030303,0.534646464646,13,-76.44
340,0.70303030303,0.48515151515199995,5,-159.2
341,0.70303030303,0.504949494949,7,-123.21
342,0.70303030303,0.49505050505099996,6,-138.5
343,0.70303030303,0.524747474747,8,-111.08
344,0.70303030303,0.514848484848,7,-123.21
345,0.70303030303,0.59404040404,40,-17.85
346,0.70303030303,0.603939393939,48,-32.99
347,0.70303030303,0.613838383838,55,-47.89
348,0.70303030303,0.623737373737,66,-73.11
349,0.70303030303,0.633636363636,75,-94.92
350,0.70303030303,0.653434343434,98,-155.81
351,0.70303030303,0.643535353535,89,-131.31
352,0.70303030303,0.663333333333,115,-203.67
353,0.70303030303,0.673232323232,135,-262.95
354,0.70303030303,0.683131313131,149,-306.0
355,0.70303030303,0.69303030303,171,-375.37
356,0.70303030303,0.702929292929,196,-457.44
357,0.70303030303,0.712828282828,222,-545.33
358,0.70303030303,0.722727272727,238,-600.71
359,0.70303030303,0.7326262626260001,271,-717.46
360,0.70303030303,0.742525252525,306,-844.68
361,0.70303030303,0.7524242424240001,331,-937.74
362,0.70303030303,0.5643434343429999,20,-39.47
363,0.70303030303,0.762323232323,358,-1040.05
364,0.70303030303,0.7722222222220001,386,-1147.88
365,0.70303030303,0.7821212121209999,413,-1253.17
366,0.70303030303,0.7920202020199999,435,-1340.23
367,0.70303030303,0.801919191919,458,-1432.42
368,0.70303030303,0.8118181818179999,485,-1541.92
369,0.70303030303,0.821717171717,510,-1644.6
370,0.70303030303,0.8316161616159999,541,-1773.33
371,0.70303030303,0.841515151515,573,-1907.83
372,0.70303030303,0.851414141414,587,-1967.16
373,0.70303030303,0.861313131313,615,-2086.76
374,0.70303030303,0.871212121212,642,-2203.13
375,0.70303030303,0.881111111111,671,-2329.26
376,0.70303030303,0.8910101010100001,697,-2443.35
377,0.70303030303,0.9009090909090001,722,-2553.87
378,0.70303030303,0.910808080808,744,-2651.8
379,0.70303030303,0.9207070707070001,764,-2741.37
380,0.70303030303,0.9306060606059999,791,-2863.06
381,0.70303030303,0.9405050505050001,822,-3003.81
382,0.70303030303,0.950404040404,850,-3131.89
383,0.70303030303,0.960303030303,892,-3325.65
384,0.70303030303,0.970202020202,925,-3479.23
385,0.70303030303,0.980101010101,948,-3586.94
386,0.70303030303,0.99,969,-3685.76
387,0.90404040404,0.01,1,-571.73
388,0.90404040404,0.019898989899,1,-571.73
389,0.90404040404,0.029797979797999998,1,-571.73
390,0.90404040404,0.039696969697,1,-571.73
391,0.90404040404,0.049595959595999994,1,-571.73
392,0.90404040404,0.05949494949490001,1,-571.73
393,0.90404040404,0.06939393939389998,1,-571.73
394,0.90404040404,0.0792929292929,1,-571.73
395,0.90404040404,0.08919191919189999,1,-571.73
396,0.90404040404,0.09909090909089999,1,-571.73
397,0.90404040404,0.11888888888900001,1,-571.73
398,0.90404040404,0.10898989899,1,-571.73
399,0.90404040404,0.128787878788,1,-571.73
400,0.90404040404,0.138686868687,1,-571.73
401,0.90404040404,0.14858585858599999,1,-571.73
402,0.90404040404,0.158484848485,1,-571.73
403,0.90404040404,0.16838383838399998,1,-571.73
404,0.90404040404,0.178282828283,1,-571.73
405,0.90404040404,0.188181818182,1,-571.73
406,0.90404040404,0.198080808081,1,-571.73
407,0.90404040404,0.20797979798,1,-571.73
408,0.90404040404,0.217878787879,1,-571.73
409,0.90404040404,0.227777777778,1,-571.73
410,0.90404040404,0.23767676767700002,1,-571.73
411,0.90404040404,0.24757575757599998,1,-571.73
412,0.90404040404,0.257474747475,1,-571.73
413,0.90404040404,0.267373737374,1,-571.73
414,0.90404040404,0.277272727273,1,-571.73
415,0.90404040404,0.29707070707100003,1,-571.73
416,0.90404040404,0.287171717172,1,-571.73
417,0.90404040404,0.30696969697,1,-571.73
418,0.90404040404,0.316868686869,1,-571.73
419,0.90404040404,0.326767676768,1,-571.73
420,0.90404040404,0.356464646465,1,-571.73
421,0.90404040404,0.33666666666699996,1,-571.73
422,0.90404040404,0.376262626263,1,-571.73
423,0.90404040404,0.386161616162,1,-571.73
424,0.90404040404,0.366363636364,1,-571.73
425,0.90404040404,0.396060606061,1,-571.73
426,0.90404040404,0.34656565656599997,1,-571.73
427,0.90404040404,0.425757575758,2,-311.84
428,0.90404040404,0.415858585859,1,-571.73
429,0.90404040404,0.445555555556,3,-238.12
430,0.90404040404,0.40595959596000003,1,-571.73
431,0.90404040404,0.435656565657,3,-238.12
432,0.90404040404,0.455454545455,3,-238.12
433,0.90404040404,0.46535353535400004,3,-238.12
434,0.90404040404,0.47525252525300005,5,-159.2
435,0.90404040404,0.534646464646,13,-76.44
436,0.90404040404,0.5445454545449999,15,-66.14
437,0.90404040404,0.48515151515199995,5,-159.2
438,0.90404040404,0.49505050505099996,6,-138.5
439,0.90404040404,0.504949494949,7,-123.21
440,0.90404040404,0.514848484848,7,-123.21
441,0.90404040404,0.524747474747,8,-111.08
442,0.90404040404,0.59404040404,40,-17.85
443,0.90404040404,0.603939393939,48,-32.99
444,0.90404040404,0.613838383838,55,-47.89
445,0.90404040404,0.623737373737,66,-73.11
446,0.90404040404,0.653434343434,98,-155.81
447,0.90404040404,0.633636363636,75,-94.92
448,0.90404040404,0.663333333333,115,-203.67
449,0.90404040404,0.643535353535,89,-131.31
450,0.90404040404,0.702929292929,196,-457.44
451,0.90404040404,0.69303030303,171,-375.37
452,0.90404040404,0.683131313131,149,-306.0
453,0.90404040404,0.673232323232,135,-262.95
454,0.90404040404,0.5643434343429999,20,-39.47
455,0.90404040404,0.722727272727,238,-600.71
456,0.90404040404,0.712828282828,222,-545.33
457,0.90404040404,0.7326262626260001,271,-717.46
458,0.90404040404,0.742525252525,306,-844.68
459,0.90404040404,0.7524242424240001,331,-937.74
460,0.90404040404,0.762323232323,358,-1040.05
461,0.90404040404,0.7722222222220001,386,-1147.88
462,0.90404040404,0.7821212121209999,413,-1253.17
463,0.90404040404,0.7920202020199999,435,-1340.23
464,0.90404040404,0.801919191919,458,-1432.42
465,0.90404040404,0.8118181818179999,485,-1541.92
466,0.90404040404,0.821717171717,510,-1644.6
467,0.90404040404,0.8316161616159999,541,-1773.33
468,0.90404040404,0.841515151515,573,-1907.83
469,0.90404040404,0.851414141414,587,-1967.16
470,0.90404040404,0.861313131313,615,-2086.76
471,0.90404040404,0.871212121212,642,-2203.13
472,0.90404040404,0.881111111111,671,-2329.26
473,0.90404040404,0.8910101010100001,697,-2443.35
474,0.90404040404,0.9009090909090001,722,-2553.87
475,0.90404040404,0.910808080808,744,-2651.8
476,0.90404040404,0.9207070707070001,764,-2741.37
477,0.90404040404,0.9306060606059999,791,-2863.06
478,0.90404040404,0.9405050505050001,822,-3003.81
479,0.90404040404,0.950404040404,850,-3131.89
480,0.90404040404,0.960303030303,892,-3325.65
481,0.90404040404,0.970202020202,925,-3479.23
482,0.90404040404,0.980101010101,948,-3586.94
483,0.90404040404,0.99,969,-3685.76
484,1.10505050505,0.01,1,-571.73
485,1.10505050505,0.019898989899,1,-571.73
486,1.10505050505,0.029797979797999998,1,-571.73
487,1.10505050505,0.039696969697,1,-571.73
488,1.10505050505,0.049595959595999994,1,-571.73
489,1.10505050505,0.05949494949490001,1,-571.73
