Gen	I	gq	result
196	3.113062252077827	0.7066914577150121	-758.47
197	2.578858189539315	0.7417995839314174	-1040.89
198	3.6244835308235324	0.7603996495625945	-1276.59
199	2.7776723480150354	0.785764103832183	-1496.32
200	1.625133906263171	0.8110208659629712	-1707.09
201	3.1986063069508224	0.8765023323712549	-2377.02
202	3.020281263340283	0.8742267649407047	-2350.46
203	4.080395351607171	0.7902022533268266	-1574.89
204	4.2189385223365505	0.7654288706315308	-1332.8
205	4.071855631420393	0.7738201238193463	-1398.39
206	4.773931853354917	0.7516281491788873	-1205.95
207	4.773931853354917	0.7516281491788873	-1205.95
208	3.9437919676455517	0.7245223360874229	-941.06
209	3.0377451905169606	0.7087757318934367	-772.66
210	2.9102301468875993	0.7036310014816005	-714.96
211	2.9000938917828862	0.7151857579980779	-831.8
212	3.3398301634360124	0.7054889567176655	-762.24
213	3.2200877380626913	0.7100725892346037	-787.26
214	3.311790256224244	0.7707138511213949	-1373.56
215	3.654992745801455	0.7654433252940946	-1320.22
216	2.860189148213257	0.7476193784621893	-1110.72
217	2.5930624594504574	0.7911946663982763	-1566.36
218	2.5930624594504574	0.7911946663982763	-1566.36
219	1.45912061848027	0.7742824034772492	-1364.83
220	1.5103422795626733	0.7066986224457635	-690.29
221	1.430157144337016	0.6677863531988424	-428.1
222	1.4341937323700036	0.6935834489389475	-586.38
223	2.3537851528929683	0.6596271181142271	-430.44
224	2.4309840437113888	0.6243079444264985	-248.36
225	3.400229269542143	0.6027235181791687	-180.2
226	4.357724204019393	0.596748038562328	-175.84
227	2.404080845069325	0.56114224529201	-45.43
228	3.439170776134424	0.5604317000256466	-54.13
229	4.476540641647573	0.5858021498599424	-151.67
230	6.10518361901557	0.5944426736309937	-196.04
231	5.590000970384399	0.6329372195415841	-356.77
232	4.788962620242595	0.6103372486367317	-246.54
233	4.248376473746211	0.6778947440817719	-606.44
234	3.9634549679559474	0.6606924195653725	-499.51
235	4.013019951910855	0.6191411737915811	-266.47
236	4.479970782795846	0.710227418627515	-816.68
237	5.14872672799258	0.720572512124464	-921.81
238	5.323835611749764	0.6602545730198894	-529.09
239	5.323835611749764	0.6602545730198894	-529.09
240	5.013207178342769	0.7120122892102937	-835.4
241	6.27869772980145	0.6778237681219768	-659.91
242	6.124383131608495	0.7479595149513989	-1170.74
243	7.36433810911747	0.6936873358412773	-747.36
244	7.108293689615132	0.65514658245659	-525.81
245	8.152225024312262	0.7301169454433403	-1048.88
246	7.191029906506678	0.8087301908180605	-1725.46
247	5.5238172583131995	0.8523884351795443	-2154.07
248	4.5826569138589175	0.863142377155457	-2254.15
249	4.318626794862511	0.8588653308892678	-2210.3
250	1.9976176422988914	0.838485813845286	-2006.06
251	1.9125837707552273	0.7636930990053539	-1263.92
252	2.9049718854826843	0.788447865395687	-1541.86
253	3.842922890022199	0.7868831799151796	-1516.83
254	5.813358401699531	0.844794025671274	-2071.46
255	5.489180455749802	0.8167140971987952	-1796.89
256	4.31771547593015	0.7189480106683194	-880.31
257	4.914749694471775	0.7483541757261065	-1162.48
258	5.514397338339533	0.7676051746703303	-1365.3
259	5.67732854812962	0.7139563601457762	-861.56
260	5.052662721147715	0.6936273272915154	-714.64
261	3.6626721519160936	0.7123795906115428	-820.33
262	3.6626721519160936	0.7123795906115428	-820.33
263	5.372231585956061	0.7165343917703435	-895.55
264	6.003849603164294	0.7354718628820311	-1095.39
265	6.87517975171379	0.7154982504652443	-917.15
266	7.944549752054521	0.6681332634400979	-634.41
267	8.396637362770566	0.6165699540878344	-367.79
268	8.380143229643165	0.5847419532754654	-210.6
269	8.42337886636836	0.6282510412672668	-402.64
270	8.006804910901666	0.5515144014423443	-72.98
271	8.971236317796945	0.5284232020013963	-50.59
272	8.358747418808019	0.4868563147787005	-20.02
273	8.503938997603694	0.57898366038968	-184.41
274	7.353190876797457	0.5479135323819183	-67.89
275	7.353190876797457	0.5479135323819183	-67.89
276	8.376446532508044	0.7015637243362549	-809.77
277	8.297979673177238	0.6838435798755724	-725.24
278	8.297979673177238	0.6838435798755724	-725.24
279	8.81223139530434	0.6251084554813361	-392.96
280	8.384257123785211	0.5971803779257083	-242.66
281	8.384257123785211	0.5971803779257083	-242.66
282	7.785732256379471	0.5958509520928692	-233.89
283	7.817266017511502	0.5966134042522899	-236.43
284	8.04254543236165	0.6160880318583454	-355.29
285	7.107766851737445	0.573054861058273	-142.19
286	8.924298908607845	0.5538318774148041	-87.14
287	8.543808266319889	0.6433952930726912	-456.0
288	9.848620868926046	0.5748814988568929	-180.99
289	8.960197539510435	0.6074066148569471	-323.82
290	9.054974982011247	0.5906505750071399	-238.2
291	9.90366472877024	0.585043966366394	-222.31
292	9.57823502288009	0.5414688877455087	-82.06
293	10.036809242813563	0.5802531918307645	-222.77
294	9.571990034153277	0.5678525275020313	-161.27
295	9.31407739523867	0.5626441088855262	-138.79
296	10.940184353721083	0.5637242881312716	-166.36
297	10.394865606527867	0.5947340909319502	-264.08
298	10.64042964280289	0.6267290564514587	-443.41
299	10.117087360269696	0.5498416941547724	-104.38
300	10.661833042203778	0.5855831778392733	-228.19
301	12.228652199017873	0.6241060275132582	-446.66
302	12.228652199017873	0.6241060275132582	-446.66
303	12.696418100513494	0.6294440110349564	-456.14
304	13.141077834860285	0.610259208454078	-405.86
305	11.871566654805608	0.5409904028216974	-96.69
306	12.293996343996131	0.56799463052971	-181.39
307	11.896066249613114	0.602430977773042	-342.55
308	12.248101992536192	0.5936558013681834	-288.44
309	11.04060980515542	0.5409515875404076	-86.52
310	10.025964215723867	0.5314373504083766	-59.82
311	10.154063650391876	0.5328264694843284	-64.53
312	11.703937310859287	0.5728263638817233	-192.86
313	12.016022726644138	0.6279713552840895	-453.36
314	9.948981408648695	0.6191526972410322	-398.47
315	9.836133601814344	0.6151268323780077	-398.41
316	10.467929042082607	0.6771330962989679	-724.43
317	11.735959287079382	0.6251617208077391	-446.87
318	12.696479032257788	0.6706216281060864	-728.45
319	12.296186770386822	0.6706931789090854	-717.62
320	13.858465497946383	0.6637185395985096	-684.55
321	11.905983545201254	0.66077304085718	-653.58
322	13.501232650720198	0.6140221252862195	-436.85
323	13.76049925579127	0.6880917117744803	-794.35
324	13.88565455219775	0.7263714470442323	-1066.59
325	14.683003842170129	0.7239479880199473	-1032.07
326	13.467511633989416	0.6675706947665861	-712.86
327	13.465697971479928	0.655964681118507	-629.4
328	14.294691140811663	0.6450714674251183	-541.03
329	14.482651176997473	0.7005901916962415	-846.81
330	14.482651176997473	0.7005901916962415	-846.81
331	13.420344950377102	0.7243607175214799	-1039.34
332	11.591982074783576	0.7336749898355978	-1143.16
333	11.793488065246793	0.6960151992122628	-828.73
334	12.134018316116956	0.670401962657194	-717.62
335	13.088996186877239	0.5995288855111932	-329.36
336	13.392290253134036	0.568535504674739	-192.84
337	14.93315573194344	0.5832508578241404	-276.2
338	15.604315713669132	0.5933926114798397	-301.04
339	14.637236480790115	0.5733428493052919	-221.18
340	15.38494120214878	0.591591122261831	-300.8
341	14.946254887847298	0.694666620295614	-841.32
342	15.369802854530123	0.6860698290327483	-800.38
343	14.212631839454781	0.6694412113774738	-746.68
344	13.140742343849256	0.6622693627017746	-681.93
345	12.073566916038326	0.6414114643303539	-489.46
346	12.579786840862852	0.62872825548802	-459.62
347	12.520193290836792	0.6634896169180341	-673.41
348	10.610461711367341	0.7139276553111714	-943.0
349	10.45451836133611	0.7165081203270295	-960.08
350	9.95302389573226	0.7331314045924943	-1130.73
351	7.923510298554923	0.5973684762782933	-242.36
352	7.6276876889184	0.6083761191830677	-304.3
353	8.670164928920217	0.5537774303847505	-88.23
354	7.78638122084457	0.509197611200453	-22.8
355	8.080129645210114	0.5891488183550151	-220.16
356	8.156052228845995	0.5314899843191639	-49.76
357	8.384122522233607	0.5206822846298975	-28.76
358	7.539212340160067	0.5564098097919725	-83.86
359	7.983471941972966	0.5722156207059763	-150.18
360	8.342502319816386	0.5963868185040813	-245.83
361	9.51330869510761	0.6023179879116322	-298.25
362	7.820929444656053	0.6110868978838595	-316.61
363	8.075512926661158	0.582165053202261	-193.17
364	7.403303420489885	0.5376157002494476	-48.28
365	6.835971493492387	0.5724488201710718	-139.26
366	7.614590280257959	0.6485321083123305	-475.9
367	7.646868323564221	0.6089254769816763	-301.3
368	8.940289231835663	0.6464243925757174	-486.48
369	9.988793002027112	0.6458660247747102	-513.84
370	10.047206903489906	0.6328100882175818	-451.98
371	8.550894456528695	0.6328207191481711	-419.02
372	9.933322945421864	0.5978173526961785	-266.15
373	9.858445776544738	0.6478863683258245	-509.96
374	8.498588039349627	0.6830602911570054	-732.4
375	7.1818147095732225	0.6801463217390835	-696.63
376	7.142219085787621	0.7795818492325997	-1468.41
377	6.057964900243066	0.7626875553371995	-1320.59
378	6.9004328184489445	0.7763697887240633	-1452.36
379	6.373872906678505	0.7212950412439975	-955.18
380	6.9167371443387164	0.7601061173381178	-1313.19
381	7.01269387491171	0.7272254527376605	-1029.07
382	6.559606773098892	0.8203853875828597	-1865.75
383	7.259576122837153	0.8566490157780116	-2210.63
384	7.259576122837153	0.8566490157780116	-2210.63
385	6.731188818026896	0.7599789823639658	-1309.18
386	5.453494904916643	0.7848324948411027	-1522.14
387	6.07790974709352	0.7180327751798901	-910.41
388	5.3477850922088015	0.6662450782009022	-566.41
389	4.010238082023074	0.5857166285682176	-143.53
390	2.4837276505640213	0.5950864946849513	-136.28
391	4.160547996884073	0.5855540533380467	-146.04
392	4.162280652691497	0.5064256060459235	-23.3
393	4.937381631097682	0.4845682737526942	-31.95
394	4.693204413194188	0.46088091731541847	-45.78
395	4.457211032635726	0.5181755658454759	-18.1
396	5.799553271346462	0.5890840469249998	-192.25
397	5.268669999607857	0.6210254381616777	-306.45
398	5.63043291529273	0.6135743204322016	-280.29
399	5.474789107575617	0.662960030510734	-547.4
400	4.689618349150797	0.6737761967040622	-613.54
401	4.831467048843832	0.6539325163845134	-462.62
402	6.580700144261385	0.7062622876665202	-835.73
403	5.367408272417096	0.7339050251749079	-1061.02
404	7.5085278618786715	0.7921590969926098	-1650.12
405	8.242910933573835	0.8097819444287173	-1742.22
406	8.242910933573835	0.8097819444287173	-1742.22
407	7.35979037382282	0.7550202102999669	-1260.75
408	7.63324289549125	0.7344940947955421	-1080.88
409	8.017889097867323	0.8330826055001517	-1946.85
410	7.287067618935916	0.818096898550295	-1822.82
411	7.287067618935916	0.818096898550295	-1822.82
412	8.061663240387793	0.7644082008255638	-1353.92
413	8.907674956037427	0.801354805474938	-1708.91
414	8.907674956037427	0.801354805474938	-1708.91
415	7.609112436188699	0.7656331332334665	-1357.5
416	6.477722946878519	0.7281030594912318	-1031.07
417	8.373542066847559	0.7349378364597873	-1108.81
418	9.505627679525576	0.7253482195959966	-1031.64
419	7.626779096669864	0.7372347174685693	-1108.17
420	7.626779096669864	0.7372347174685693	-1108.17
421	8.200453265364109	0.719181935166319	-951.35
422	8.028016358934426	0.7771498551267676	-1476.53
423	6.932354618015416	0.7582583316095682	-1293.11
424	6.137374409351011	0.7570719872477226	-1288.95
425	4.765035721439931	0.8046621476784961	-1690.74
426	2.726231303268158	0.8386588328979916	-2006.06
427	2.9948070602860306	0.8688087527210784	-2293.47
428	2.843110144535719	0.8396342329652294	-2014.63
429	2.2463530789579966	0.855316866144326	-2175.39
430	1.625261909632034	0.8361290182851667	-1975.63
431	1.788601551212579	0.8691345781755618	-2284.67
432	2.792837642822328	0.8010973226300862	-1657.37
433	3.2305777033341205	0.7999447113416114	-1669.9
434	3.739400795898155	0.8330253239517899	-1942.3
435	3.739400795898155	0.8330253239517899	-1942.3
436	4.970530211825191	0.803837380240815	-1695.17
437	4.966515114483362	0.8636228950249761	-2245.43
438	5.720713653270966	0.8407101058577569	-2032.93
439	5.6226610154226195	0.8409334296709338	-2037.23
440	4.23279149099396	0.8545707504615304	-2171.59
441	4.615656367073572	0.8516404947580959	-2136.22
442	4.561451709065534	0.8251930576568568	-1895.0
443	5.810739743283759	0.8674649352252002	-2289.11
444	5.810739743283759	0.8674649352252002	-2289.11
445	5.347515858655538	0.8771397965766847	-2394.85
446	6.213760027275241	0.8177595737237996	-1805.72
447	5.62986884071119	0.824496748432776	-1899.76
448	5.62986884071119	0.824496748432776	-1899.76
449	4.961831456104342	0.8085719368094436	-1725.26
450	4.079200658178032	0.7858685816745702	-1504.53
451	4.079200658178032	0.7858685816745702	-1504.53
452	3.7707764964217314	0.7857928193868594	-1504.53
453	4.574003520476823	0.7372496767546598	-1076.23
454	3.3812654681948793	0.7787272229801909	-1426.83
455	1.9180516880343066	0.7901157832493666	-1545.76
456	3.2204786327188906	0.7712407633827267	-1377.57
457	2.892995281133187	0.7103958190208217	-776.22
458	1.8846050098115958	0.7793314288441537	-1402.46
459	2.1788442509812556	0.8009854056813357	-1653.06
460	2.7228669138687014	0.795935004781162	-1611.55
461	4.332067040752271	0.8030995395303566	-1686.56
462	4.438699352877877	0.8149957388186271	-1775.43
463	5.216506115476328	0.789905235673215	-1583.32
464	6.802207599953006	0.7575494172195437	-1293.13
465	7.3361213474699065	0.8019851833357523	-1704.08
466	6.431432604301343	0.7961491335135408	-1645.33
467	6.50363491190498	0.7640675507570814	-1329.15
468	6.50363491190498	0.7640675507570814	-1329.15
469	6.50363491190498	0.7640675507570814	-1329.15
470	7.752139582038675	0.7456369582711702	-1198.43
471	6.320269120310774	0.6704185827688659	-614.04
472	6.260689080017519	0.6158362103516329	-307.67
473	6.205342556961421	0.5784917704786122	-145.13
474	5.975454308660035	0.564911523288404	-103.47
475	7.126012395567083	0.6298128997985846	-373.07
476	9.279024707741817	0.6287414021568224	-416.1
477	10.514149249077006	0.5531536047764476	-102.55
478	10.266796692782936	0.4908553743039179	-15.58
479	11.146849619956283	0.4612291825317386	-33.41
480	11.405154229575773	0.5349859849782137	-68.43
481	11.3027097644058	0.5042241216278116	-33.85
482	12.03839012974798	0.49063315835006005	-15.46
483	11.392996209315607	0.4466468050517443	-46.3
484	12.099806029267762	0.47305510510556964	-9.7
485	13.503596155220935	0.4241186473777962	-56.65
486	13.639067915316618	0.38983981567954284	-57.94
487	14.705850637574112	0.3660600351739881	-56.86
488	14.969635497849083	0.3672851859594197	-48.61
489	14.55619684958756	0.38346502887173434	-59.23
490	14.40618463317184	0.35414754415467453	-128.57
491	14.362450398950658	0.4616169793252719	-0.12
492	13.13409340734893	0.4073747203033682	-72.47
493	13.02842208871553	0.39257509645842553	-62.27
494	12.237426132154756	0.343938814139839	-168.43
495	11.117067795309616	0.22854965018511547	-571.73
496	10.922775870322894	0.3275827182334395	-151.37
497	10.115602465687388	0.3682346964853828	-94.4
498	10.52355693701703	0.3196686036922462	-179.18
499	10.335277663712782	0.31713936265384274	-151.17
500	10.997814892855363	0.31669190786441215	-151.17
501	10.998810667148106	0.2579975264829095	-571.73
502	11.569454488589061	0.24944209888835311	-571.73
503	12.209325546682546	0.1730082722117307	-571.73
504	12.217062010564574	0.2132311617678638	-571.73
505	13.671492007338419	0.18896016412075703	-571.73
506	13.058695933324847	0.14726732872502407	-571.73
507	12.517866080204984	0.15783078862477834	-571.73
508	11.568646620332153	0.2347093880204807	-571.73
509	12.149229770460625	0.2784382357230953	-292.36
510	11.312774377486933	0.3211419605148244	-179.18
511	11.363287884126994	0.30879471950844534	-223.68
512	12.441453214747291	0.33470189173041887	-150.17
513	13.18757632468331	0.330344716227404	-151.37
514	11.90390449222375	0.38933042631390175	-49.94
515	11.578692274893983	0.3653186766983197	-79.69
516	11.924013949316588	0.3620740516904458	-91.4
517	11.95487760063591	0.40480150137988935	-86.67
518	11.195402476521172	0.42582717086643485	-56.21
519	10.014954855765884	0.36228720191857006	-90.5
520	8.273674172387544	0.31396518957939484	-201.35
521	7.886885970343916	0.19940892739808852	-571.73
522	7.491952767240139	0.13308595057616263	-571.73
523	6.858288343223461	0.1628114611333925	-571.73
524	6.273490838291936	0.10150371062404501	-571.73
525	5.68818327855099	0.1707421076016709	-571.73
526	5.6319049173077005	0.1696542062822501	-571.73
527	4.723422125200638	0.1779371261614626	-571.73
528	3.9491197893515255	0.2121186979536943	-571.73
529	2.342328415388372	0.1912181904388872	-571.73
530	2.4656608616791216	0.2254101882436432	-571.73
531	2.690925319487929	0.2706675024926109	-571.73
532	3.219310817723449	0.2764975562430338	-571.73
533	3.5951079302525235	0.13085236050598503	-571.73
534	3.2997205053792413	0.119474667063648	-571.73
535	3.6446977546237305	0.2285278059249496	-571.73
536	4.190879004497758	0.17453440950903287	-571.73
537	3.7952138204149355	0.19881976297617598	-571.73
538	4.849634165296533	0.19336005949254775	-571.73
539	4.5498779898634485	0.2105886078435354	-571.73
540	5.352950100025978	0.2180672318712535	-571.73
541	5.224962844568639	0.2822017343596922	-292.36
542	5.655703231878811	0.30515246966030485	-292.36
543	5.923907965304686	0.314004855323995	-201.35
544	5.78215416440951	0.3615061938910877	-195.01
545	5.978816420068098	0.3087770627765869	-285.36
546	6.487565146260113	0.21224221933694998	-571.73
547	7.013545989530344	0.19479685181944753	-571.73
548	6.167298448949921	0.2500752436237646	-571.73
549	6.670444808002091	0.2601359645016838	-571.73
550	6.487365913934149	0.29407482846119276	-292.36
551	5.4758579499044036	0.2922769968175588	-292.36
552	4.020620564507255	0.266012246394396	-571.73
553	5.263891472349582	0.2584065064323978	-571.73
554	5.09704748008206	0.323106777024199	-215.68
555	5.426287840726708	0.30329717881154045	-292.36
556	4.9107387456589215	0.3020861846560322	-292.36
557	3.883566092003091	0.28769050593624684	-292.36
558	3.1839276754504544	0.2233812902618211	-571.73
559	2.695450440508898	0.24717840989803866	-571.73
560	1.5140600053979407	0.2667075430917467	-571.73
561	1.8501176404018365	0.2641355738672775	-571.73
562	1.7077386604155624	0.23583117488015604	-571.73
563	1.8970948238735146	0.24838982426798734	-571.73
564	2.3558172251899303	0.3052110942615358	-292.36
565	1.8271505506827426	0.28411019480132277	-571.73
566	2.002173240479096	0.2567107931367608	-571.73
567	1.5137546943532907	0.2938059360054974	-571.73
568	2.4999966688256143	0.2931837539065344	-571.73
569	2.608708796569914	0.3109862725154061	-292.36
570	3.046175870937125	0.3941649869391569	-137.24
571	2.4191331766051354	0.36664304062568265	-195.68
