,I,gq,groups,score
578,1.10505050505,0.7821212121209999,47,-71.56
579,1.10505050505,0.7920202020199999,49,-76.61
580,1.10505050505,0.801919191919,50,-79.15
581,1.10505050505,0.8118181818179999,50,-79.15
582,1.10505050505,0.821717171717,51,-81.7
583,1.10505050505,0.8316161616159999,53,-86.84
584,1.10505050505,0.841515151515,58,-99.84
585,1.10505050505,0.851414141414,59,-102.47
586,1.10505050505,0.861313131313,59,-102.47
587,1.10505050505,0.871212121212,61,-107.79
588,1.10505050505,0.881111111111,63,-113.18
589,1.10505050505,0.8910101010100001,65,-118.53
590,1.10505050505,0.9009090909090001,65,-118.53
591,1.10505050505,0.910808080808,68,-126.82
592,1.30606060606,0.01,1,-135.76
593,1.30606060606,0.019898989899,1,-135.76
594,1.30606060606,0.029797979797999998,1,-135.76
595,1.10505050505,0.9207070707070001,73,-140.71
596,1.10505050505,0.9405050505050001,84,-171.89
597,1.10505050505,0.9306060606059999,77,-151.99
598,1.30606060606,0.039696969697,1,-135.76
599,1.30606060606,0.049595959595999994,1,-135.76
600,1.10505050505,0.950404040404,90,-189.2
601,1.30606060606,0.05949494949490001,1,-135.76
